symbol,avg_volume_30d,avg_trades_30d,as_of,lookback_days,liquidity_score,rank
BTCUSDT,18710479416.18257,,2025-06-01 00:00:00+00:00,30,18710479416.18257,1
ETHUSDT,16183604621.708063,,2025-06-01 00:00:00+00:00,30,16183604621.708063,2
SOLUSDT,3583270576.8285165,,2025-06-01 00:00:00+00:00,30,3583270576.8285165,3
1000PEPEUSDT,1573950187.1988215,,2025-06-01 00:00:00+00:00,30,1573950187.1988215,4
XRPUSDT,1564760376.797671,,2025-06-01 00:00:00+00:00,30,1564760376.797671,5
DOGEUSDT,1426619986.4281778,,2025-06-01 00:00:00+00:00,30,1426619986.4281778,6
SUIUSDT,1179267786.4524522,,2025-06-01 00:00:00+00:00,30,1179267786.4524522,7
MOODENGUSDT,800379735.5511729,,2025-06-01 00:00:00+00:00,30,800379735.5511729,8
TRUMPUSDT,768898900.3303381,,2025-06-01 00:00:00+00:00,30,768898900.3303381,9
ADAUSDT,504071771.40383226,,2025-06-01 00:00:00+00:00,30,504071771.40383226,10
WIFUSDT,490719348.57490194,,2025-06-01 00:00:00+00:00,30,490719348.57490194,11
FARTCOINUSDT,471641054.257489,,2025-06-01 00:00:00+00:00,30,471641054.257489,12
BNBUSDT,425113161.5060967,,2025-06-01 00:00:00+00:00,30,425113161.5060967,13
ENAUSDT,388012642.8524548,,2025-06-01 00:00:00+00:00,30,388012642.8524548,14
VIRTUALUSDT,360346545.27141,,2025-06-01 00:00:00+00:00,30,360346545.27141,15
WCTUSDT,349206136.45192903,,2025-06-01 00:00:00+00:00,30,349206136.45192903,16
PNUTUSDT,345312152.26930034,,2025-06-01 00:00:00+00:00,30,345312152.26930034,17
KAITOUSDT,328657173.3654303,,2025-06-01 00:00:00+00:00,30,328657173.3654303,18
NEIROUSDT,322277875.20012975,,2025-06-01 00:00:00+00:00,30,322277875.20012975,19
LINKUSDT,312686419.9756675,,2025-06-01 00:00:00+00:00,30,312686419.9756675,20
AAVEUSDT,304652823.7465806,,2025-06-01 00:00:00+00:00,30,304652823.7465806,21
AVAXUSDT,287396193.26767737,,2025-06-01 00:00:00+00:00,30,287396193.26767737,22
LTCUSDT,275307960.43357486,,2025-06-01 00:00:00+00:00,30,275307960.43357486,23
WLDUSDT,227716514.7661516,,2025-06-01 00:00:00+00:00,30,227716514.7661516,24
LPTUSDT,227671509.46981937,,2025-06-01 00:00:00+00:00,30,227671509.46981937,25
LAYERUSDT,210443971.98626325,,2025-06-01 00:00:00+00:00,30,210443971.98626325,26
TRBUSDT,207599697.12674198,,2025-06-01 00:00:00+00:00,30,207599697.12674198,27
UNIUSDT,200250509.04483873,,2025-06-01 00:00:00+00:00,30,200250509.04483873,28
ETHFIUSDT,190795940.89463642,,2025-06-01 00:00:00+00:00,30,190795940.89463642,29
ONDOUSDT,168532597.81603578,,2025-06-01 00:00:00+00:00,30,168532597.81603578,30
1000SHIBUSDT,167428493.5617773,,2025-06-01 00:00:00+00:00,30,167428493.5617773,31
PEOPLEUSDT,167164334.66519064,,2025-06-01 00:00:00+00:00,30,167164334.66519064,32
OPUSDT,163322192.2782542,,2025-06-01 00:00:00+00:00,30,163322192.2782542,33
INITUSDT,160639968.3171194,,2025-06-01 00:00:00+00:00,30,160639968.3171194,34
HAEDALUSDT,159656416.74949762,,2025-06-01 00:00:00+00:00,30,159656416.74949762,35
TAOUSDT,155293613.67955804,,2025-06-01 00:00:00+00:00,30,155293613.67955804,36
DOTUSDT,150316273.04534838,,2025-06-01 00:00:00+00:00,30,150316273.04534838,37
BCHUSDT,148184201.25859004,,2025-06-01 00:00:00+00:00,30,148184201.25859004,38
1000BONKUSDT,144784062.29748857,,2025-06-01 00:00:00+00:00,30,144784062.29748857,39
NEARUSDT,142778744.75180644,,2025-06-01 00:00:00+00:00,30,142778744.75180644,40
