symbol,avg_volume_30d,avg_trades_30d,as_of,lookback_days,liquidity_score,rank
BTCUSDT,13131414459.2073,,2022-01-01 00:00:00+00:00,30,13131414459.2073,1
ETHUSDT,6515953984.313239,,2022-01-01 00:00:00+00:00,30,6515953984.313239,2
SANDUSDT,1314803562.3180454,,2022-01-01 00:00:00+00:00,30,1314803562.3180454,3
SOLUSDT,1141749207.3190002,,2022-01-01 00:00:00+00:00,30,1141749207.3190002,4
GALAUSDT,1032092853.3961859,,2022-01-01 00:00:00+00:00,30,1032092853.3961859,5
1000SHIBUSDT,932876345.6738452,,2022-01-01 00:00:00+00:00,30,932876345.6738452,6
AVAXUSDT,875452998.0041933,,2022-01-01 00:00:00+00:00,30,875452998.0041933,7
NEARUSDT,752513516.1168289,,2022-01-01 00:00:00+00:00,30,752513516.1168289,8
MANAUSDT,748123930.3807131,,2022-01-01 00:00:00+00:00,30,748123930.3807131,9
XRPUSDT,733543693.3211161,,2022-01-01 00:00:00+00:00,30,733543693.3211161,10
BNBUSDT,639798214.7343209,,2022-01-01 00:00:00+00:00,30,639798214.7343209,11
ADAUSDT,632663924.8293259,,2022-01-01 00:00:00+00:00,30,632663924.8293259,12
DOGEUSDT,626627465.0507305,,2022-01-01 00:00:00+00:00,30,626627465.0507305,13
DOTUSDT,622564739.0388161,,2022-01-01 00:00:00+00:00,30,622564739.0388161,14
SUSHIUSDT,467897818.9289355,,2022-01-01 00:00:00+00:00,30,467897818.9289355,15
ATOMUSDT,421164778.30155194,,2022-01-01 00:00:00+00:00,30,421164778.30155194,16
LINKUSDT,382959990.89204454,,2022-01-01 00:00:00+00:00,30,382959990.89204454,17
LTCUSDT,354679617.47329485,,2022-01-01 00:00:00+00:00,30,354679617.47329485,18
CRVUSDT,295433424.0395581,,2022-01-01 00:00:00+00:00,30,295433424.0395581,19
LRCUSDT,274054313.78968424,,2022-01-01 00:00:00+00:00,30,274054313.78968424,20
XTZUSDT,265355751.79095164,,2022-01-01 00:00:00+00:00,30,265355751.79095164,21
ALICEUSDT,253562989.5568291,,2022-01-01 00:00:00+00:00,30,253562989.5568291,22
DYDXUSDT,228227570.48755166,,2022-01-01 00:00:00+00:00,30,228227570.48755166,23
FILUSDT,227336462.5065548,,2022-01-01 00:00:00+00:00,30,227336462.5065548,24
AXSUSDT,209320513.59774196,,2022-01-01 00:00:00+00:00,30,209320513.59774196,25
YFIUSDT,206633101.01570648,,2022-01-01 00:00:00+00:00,30,206633101.01570648,26
EGLDUSDT,204187420.30290318,,2022-01-01 00:00:00+00:00,30,204187420.30290318,27
ALGOUSDT,188577919.68050486,,2022-01-01 00:00:00+00:00,30,188577919.68050486,28
AAVEUSDT,185665005.0395806,,2022-01-01 00:00:00+00:00,30,185665005.0395806,29
GTCUSDT,178637964.1014484,,2022-01-01 00:00:00+00:00,30,178637964.1014484,30
ONEUSDT,165727514.8944306,,2022-01-01 00:00:00+00:00,30,165727514.8944306,31
CHRUSDT,150672266.98390967,,2022-01-01 00:00:00+00:00,30,150672266.98390967,32
ENJUSDT,144914555.96123227,,2022-01-01 00:00:00+00:00,30,144914555.96123227,33
SFPUSDT,138809843.2387839,,2022-01-01 00:00:00+00:00,30,138809843.2387839,34
UNIUSDT,138691102.9218452,,2022-01-01 00:00:00+00:00,30,138691102.9218452,35
BCHUSDT,136931781.48661646,,2022-01-01 00:00:00+00:00,30,136931781.48661646,36
ETCUSDT,134333218.122929,,2022-01-01 00:00:00+00:00,30,134333218.122929,37
VETUSDT,132023779.41867582,,2022-01-01 00:00:00+00:00,30,132023779.41867582,38
CELRUSDT,131007315.01975743,,2022-01-01 00:00:00+00:00,30,131007315.01975743,39
XLMUSDT,129168460.94004485,,2022-01-01 00:00:00+00:00,30,129168460.94004485,40
