symbol,avg_volume_30d,avg_trades_30d,as_of,lookback_days,liquidity_score,rank
BTCUSDT,10763274918.43661,,2022-12-01 00:00:00+00:00,30,10763274918.43661,1
ETHUSDT,9332088758.066246,,2022-12-01 00:00:00+00:00,30,9332088758.066246,2
DOGEUSDT,2118870937.4480135,,2022-12-01 00:00:00+00:00,30,2118870937.4480135,3
SOLUSDT,1343613698.8761292,,2022-12-01 00:00:00+00:00,30,1343613698.8761292,4
BNBUSDT,865389809.1760236,,2022-12-01 00:00:00+00:00,30,865389809.1760236,5
MASKUSDT,775471010.875387,,2022-12-01 00:00:00+00:00,30,775471010.875387,6
XRPUSDT,735514827.4891107,,2022-12-01 00:00:00+00:00,30,735514827.4891107,7
CHZUSDT,721980296.1395018,,2022-12-01 00:00:00+00:00,30,721980296.1395018,8
LTCUSDT,564735581.6559802,,2022-12-01 00:00:00+00:00,30,564735581.6559802,9
LINKUSDT,442861605.3443642,,2022-12-01 00:00:00+00:00,30,442861605.3443642,10
BANDUSDT,381571444.23516476,,2022-12-01 00:00:00+00:00,30,381571444.23516476,11
DYDXUSDT,322259265.7173904,,2022-12-01 00:00:00+00:00,30,322259265.7173904,12
APTUSDT,296682347.6167512,,2022-12-01 00:00:00+00:00,30,296682347.6167512,13
ETCUSDT,277119864.9320462,,2022-12-01 00:00:00+00:00,30,277119864.9320462,14
ADAUSDT,271696810.33675164,,2022-12-01 00:00:00+00:00,30,271696810.33675164,15
CRVUSDT,249677065.44039676,,2022-12-01 00:00:00+00:00,30,249677065.44039676,16
APEUSDT,246116498.7675161,,2022-12-01 00:00:00+00:00,30,246116498.7675161,17
1000SHIBUSDT,226692962.5479143,,2022-12-01 00:00:00+00:00,30,226692962.5479143,18
GMTUSDT,206526429.43488386,,2022-12-01 00:00:00+00:00,30,206526429.43488386,19
NEARUSDT,189211209.6400355,,2022-12-01 00:00:00+00:00,30,189211209.6400355,20
DOTUSDT,188357550.22464195,,2022-12-01 00:00:00+00:00,30,188357550.22464195,21
SFPUSDT,184699681.49638063,,2022-12-01 00:00:00+00:00,30,184699681.49638063,22
AVAXUSDT,182129951.7866774,,2022-12-01 00:00:00+00:00,30,182129951.7866774,23
SUSHIUSDT,173360281.8907097,,2022-12-01 00:00:00+00:00,30,173360281.8907097,24
PEOPLEUSDT,162728451.15770897,,2022-12-01 00:00:00+00:00,30,162728451.15770897,25
OPUSDT,158930114.23518938,,2022-12-01 00:00:00+00:00,30,158930114.23518938,26
ALGOUSDT,157200018.84130415,,2022-12-01 00:00:00+00:00,30,157200018.84130415,27
AXSUSDT,152686287.9907742,,2022-12-01 00:00:00+00:00,30,152686287.9907742,28
ATOMUSDT,144861172.89531875,,2022-12-01 00:00:00+00:00,30,144861172.89531875,29
FILUSDT,140291175.31684515,,2022-12-01 00:00:00+00:00,30,140291175.31684515,30
SANDUSDT,130976836.73889032,,2022-12-01 00:00:00+00:00,30,130976836.73889032,31
TRXUSDT,117828137.63267128,,2022-12-01 00:00:00+00:00,30,117828137.63267128,32
1000LUNCUSDT,112575562.37934192,,2022-12-01 00:00:00+00:00,30,112575562.37934192,33
GALAUSDT,108367927.4652545,,2022-12-01 00:00:00+00:00,30,108367927.4652545,34
BCHUSDT,102813755.70832288,,2022-12-01 00:00:00+00:00,30,102813755.70832288,35
RLCUSDT,94846101.40763965,,2022-12-01 00:00:00+00:00,30,94846101.40763965,36
UNIUSDT,89898456.90909678,,2022-12-01 00:00:00+00:00,30,89898456.90909678,37
ARUSDT,83571708.75487742,,2022-12-01 00:00:00+00:00,30,83571708.75487742,38
AAVEUSDT,76001413.42035484,,2022-12-01 00:00:00+00:00,30,76001413.42035484,39
LRCUSDT,65057580.80109677,,2022-12-01 00:00:00+00:00,30,65057580.80109677,40
