date,capital,gross_return,net_return,turnover,commission_cost,positions,universe_size
2024-08-11,18391.819028123806,0.010977791552386346,0.010558723100375096,0.8381369040224974,0.0004190684520112487,8,40
2024-08-18,19756.75232889949,0.074539260537025,0.07421415460257079,0.6502118689084269,0.00032510593445421346,8,40
2024-08-25,16939.83305066004,-0.14235058904256837,-0.14258007750185533,0.458976918573937,0.0002294884592869685,8,40
2024-09-01,16586.57340608938,-0.020419179575871464,-0.020853785483847614,0.8692118159522977,0.0004346059079761489,8,40
2024-09-08,17068.96642473889,0.029551242822892523,0.02908334390950257,0.9357978267799044,0.0004678989133899522,8,40
2024-09-15,19459.21829305624,0.14061251805362848,0.14003495049665363,1.155135113949716,0.0005775675569748579,8,40
2024-09-22,20768.840312574983,0.06778705497176317,0.06730085452538778,0.9724008927507835,0.00048620044637539173,8,40
2024-09-29,18910.66585977614,-0.0886068856506341,-0.08946934084103704,1.7249103808058734,0.0008624551904029367,8,40
2024-10-06,21083.109683322135,0.11539689414146939,0.11487928768107965,1.0352129207794878,0.0005176064603897439,8,40
2024-10-13,22248.988289876987,0.055454421153082356,0.055299176642671595,0.3104890208215177,0.00015524451041075884,8,40
2024-10-20,20740.832629901986,-0.06748660435061403,-0.06778535906107655,0.5975094209250499,0.00029875471046252494,8,40
2024-10-27,20089.74594612568,-0.030873190324687036,-0.03139154032021056,1.0366999910470502,0.0005183499955235251,8,40
2024-11-03,27148.59466896354,0.35194455060739704,0.3513657535425012,1.1575941297916335,0.0005787970648958167,8,40
2024-11-10,30300.07863209727,0.11646429706955815,0.11608276603490372,0.7630620693088378,0.00038153103465441893,8,40
2024-11-17,33511.57717460059,0.10641646688466085,0.10598977585164876,0.853382066024159,0.0004266910330120795,8,40
2024-11-24,38086.911030975396,0.1367393241428328,0.13652994702507115,0.4187542355233084,0.00020937711776165423,8,40
2024-12-01,42724.43457225114,0.12206249367660693,0.12176160827282986,0.6017708075541378,0.0003008854037770689,8,40
2024-12-08,39726.146707948436,-0.06998721648897348,-0.07017735622064965,0.3802794633523333,0.00019013973167616665,8,40
2024-12-15,31502.693111721244,-0.2065357207688423,-0.20700355503097,0.9356685242554421,0.0004678342621277211,8,40
2024-12-22,30127.54285448416,-0.0433250319622629,-0.04365183168182629,0.6535994391267855,0.00032679971956339277,8,40
